"Date","UserID","Action","Value1","Value2"
2018-03-02,"ID10000067","Install",NA,NA
2018-03-02,"ID20000068","Install",NA,NA
2018-03-02,"ID20000069","Install",NA,NA
2018-03-02,"ID10000070","Install",NA,NA
2018-03-02,"ID20000071","Install",NA,NA
2018-03-02,"ID20000072","Install",NA,NA
2018-03-02,"ID20000073","Install",NA,NA
2018-03-02,"ID10000074","Install",NA,NA
2018-03-02,"ID10000075","Install",NA,NA
2018-03-02,"ID10000076","Install",NA,NA
2018-03-02,"ID10000077","Install",NA,NA
2018-03-02,"ID20000078","Install",NA,NA
2018-03-02,"ID20000079","Install",NA,NA
2018-03-02,"ID20000080","Install",NA,NA
2018-03-02,"ID10000081","Install",NA,NA
2018-03-02,"ID10000082","Install",NA,NA
2018-03-02,"ID20000083","Install",NA,NA
2018-03-02,"ID10000084","Install",NA,NA
2018-03-02,"ID10000085","Install",NA,NA
2018-03-02,"ID20000086","Install",NA,NA
2018-03-02,"ID20000087","Install",NA,NA
2018-03-02,"ID20000088","Install",NA,NA
2018-03-02,"ID10000089","Install",NA,NA
2018-03-02,"ID20000001","Uninstall",NA,NA
2018-03-02,"ID20000021","Uninstall",NA,NA
2018-03-02,"ID20000001","Session",270.109890924489,0
2018-03-02,"ID10000004","Session",403.861415563612,1.34866436748425
2018-03-02,"ID20000006","Session",269.885804092077,0
2018-03-02,"ID10000008","Session",408.723655518504,0
2018-03-02,"ID20000009","Session",280.715499156274,0
2018-03-02,"ID10000010","Session",397.472096812415,0
2018-03-02,"ID10000011","Session",395.962648085653,0
2018-03-02,"ID20000012","Session",271.115704132885,30.8030264051134
2018-03-02,"ID20000013","Session",273.584384261551,0
2018-03-02,"ID10000014","Session",403.010401750113,0
2018-03-02,"ID10000016","Session",408.008496597045,0
2018-03-02,"ID20000017","Session",271.400724102109,0
2018-03-02,"ID10000018","Session",416.064623981096,0
2018-03-02,"ID10000019","Session",400.995461804317,0
2018-03-02,"ID20000022","Session",264.306132711568,0
2018-03-02,"ID10000023","Session",415.645013727636,30.7249250285077
2018-03-02,"ID20000024","Session",272.266388715311,0
2018-03-02,"ID10000028","Session",400.661150153067,0
2018-03-02,"ID10000029","Session",402.897293153275,0
2018-03-02,"ID10000030","Session",417.878654833811,0
2018-03-02,"ID20000032","Session",264.204841460856,0
2018-03-02,"ID10000033","Session",403.153943845352,0
2018-03-02,"ID10000034","Session",408.278895088276,0
2018-03-02,"ID10000035","Session",400.471734257738,29.877732425189
2018-03-02,"ID20000036","Session",275.763494937283,30.0568930573628
2018-03-02,"ID20000037","Session",263.293863426946,30.1541409834748
2018-03-02,"ID10000039","Session",419.877533058846,0
2018-03-02,"ID20000040","Session",277.91335363387,0
2018-03-02,"ID20000041","Session",269.244237901726,0
2018-03-02,"ID20000043","Session",271.415609994782,0
2018-03-02,"ID10000044","Session",410.125326037598,33.9685175194616
2018-03-02,"ID10000045","Session",419.475103566606,31.4232953521275
2018-03-02,"ID20000047","Session",269.759654044908,0
2018-03-02,"ID20000049","Session",264.591272482393,0
2018-03-02,"ID20000055","Session",290.227680647267,0
2018-03-02,"ID10000056","Session",428.250413056391,0
2018-03-02,"ID10000057","Session",442.608504694407,32.5643313719195
2018-03-02,"ID10000058","Session",433.772779857076,0
2018-03-02,"ID10000059","Session",441.689455419731,0
2018-03-02,"ID10000061","Session",434.191937551142,0
2018-03-02,"ID20000064","Session",294.552375988735,0
2018-03-02,"ID20000066","Session",299.521595960836,0
2018-03-02,"ID10000067","Session",422.325093932566,0
2018-03-02,"ID10000070","Session",437.277392292223,27.1760384037733
2018-03-02,"ID20000071","Session",295.706589346036,33.3278254625484
2018-03-02,"ID20000073","Session",281.092033573343,0
2018-03-02,"ID10000074","Session",439.127226961219,0
2018-03-02,"ID10000076","Session",427.922133979571,0
2018-03-02,"ID10000077","Session",452.583053156605,0
2018-03-02,"ID20000083","Session",285.836041387158,0
2018-03-02,"ID20000086","Session",291.112494662556,0
2018-03-02,"ID10000089","Session",436.003869163167,28.7954375877767
2018-03-03,"ID10000090","Install",NA,NA
2018-03-03,"ID20000091","Install",NA,NA
2018-03-03,"ID10000092","Install",NA,NA
2018-03-03,"ID10000093","Install",NA,NA
2018-03-03,"ID20000094","Install",NA,NA
2018-03-03,"ID20000095","Install",NA,NA
2018-03-03,"ID20000096","Install",NA,NA
2018-03-03,"ID10000097","Install",NA,NA
2018-03-03,"ID10000098","Install",NA,NA
2018-03-03,"ID10000099","Install",NA,NA
2018-03-03,"ID20000100","Install",NA,NA
2018-03-03,"ID10000101","Install",NA,NA
2018-03-03,"ID10000102","Install",NA,NA
2018-03-03,"ID20000103","Install",NA,NA
2018-03-03,"ID10000104","Install",NA,NA
2018-03-03,"ID10000105","Install",NA,NA
2018-03-03,"ID20000106","Install",NA,NA
2018-03-03,"ID10000107","Install",NA,NA
2018-03-03,"ID10000108","Install",NA,NA
2018-03-03,"ID10000109","Install",NA,NA
2018-03-03,"ID20000110","Install",NA,NA
2018-03-03,"ID10000111","Install",NA,NA
2018-03-03,"ID10000112","Install",NA,NA
2018-03-03,"ID10000113","Install",NA,NA
2018-03-03,"ID10000114","Install",NA,NA
2018-03-03,"ID10000115","Install",NA,NA
2018-03-03,"ID20000116","Install",NA,NA
2018-03-03,"ID10000117","Install",NA,NA
2018-03-03,"ID10000118","Install",NA,NA
2018-03-03,"ID10000119","Install",NA,NA
2018-03-03,"ID20000120","Install",NA,NA
2018-03-03,"ID20000121","Install",NA,NA
2018-03-03,"ID20000122","Install",NA,NA
2018-03-03,"ID20000123","Install",NA,NA
2018-03-03,"ID20000124","Install",NA,NA
2018-03-03,"ID20000125","Install",NA,NA
2018-03-03,"ID20000126","Install",NA,NA
2018-03-03,"ID10000127","Install",NA,NA
2018-03-03,"ID10000128","Install",NA,NA
2018-03-03,"ID20000129","Install",NA,NA
2018-03-03,"ID10000130","Install",NA,NA
2018-03-03,"ID20000131","Install",NA,NA
2018-03-03,"ID10000132","Install",NA,NA
2018-03-03,"ID20000133","Install",NA,NA
2018-03-03,"ID20000134","Install",NA,NA
2018-03-03,"ID20000135","Install",NA,NA
2018-03-03,"ID20000017","Uninstall",NA,NA
2018-03-03,"ID10000039","Uninstall",NA,NA
2018-03-03,"ID10000002","Session",374.252220277468,30.2607797269243
2018-03-03,"ID10000004","Session",378.815840822849,0
2018-03-03,"ID20000005","Session",248.739521645655,0
2018-03-03,"ID20000006","Session",251.623573039325,0
2018-03-03,"ID20000009","Session",249.162965284172,0
2018-03-03,"ID10000010","Session",393.300608217403,0
2018-03-03,"ID10000011","Session",367.705784691165,0
2018-03-03,"ID10000014","Session",378.844692426931,0
2018-03-03,"ID20000015","Session",249.640271420495,0
2018-03-03,"ID10000016","Session",385.76571229,0
2018-03-03,"ID20000017","Session",260.096371495339,0
2018-03-03,"ID10000019","Session",372.187847856384,0
2018-03-03,"ID20000021","Session",253.718047214869,0
2018-03-03,"ID10000023","Session",378.120910708337,0
2018-03-03,"ID20000024","Session",254.705411698309,0
2018-03-03,"ID10000026","Session",383.286799214381,0
2018-03-03,"ID10000027","Session",377.818494595362,31.0882075148656
2018-03-03,"ID10000029","Session",377.12061727231,0
2018-03-03,"ID10000030","Session",381.554044750284,0
2018-03-03,"ID10000035","Session",371.92133835622,27.4777324178593
2018-03-03,"ID20000037","Session",259.678708184519,0
2018-03-03,"ID10000038","Session",384.524089265027,0
2018-03-03,"ID20000041","Session",257.443967911033,0
2018-03-03,"ID10000045","Session",391.523582477517,36.3478776699245
2018-03-03,"ID20000046","Session",250.673044431207,0
2018-03-03,"ID20000047","Session",249.885133429273,0
2018-03-03,"ID20000048","Session",259.898691790065,0
2018-03-03,"ID20000049","Session",249.185727444098,0
2018-03-03,"ID10000050","Session",415.858304341309,0
2018-03-03,"ID10000052","Session",405.136776865826,0
2018-03-03,"ID10000053","Session",410.56069195117,0
2018-03-03,"ID20000055","Session",263.672663013466,0
2018-03-03,"ID10000057","Session",408.435326017873,0
2018-03-03,"ID10000059","Session",410.578470447009,0
2018-03-03,"ID10000061","Session",408.225103353198,26.9843264014964
2018-03-03,"ID20000063","Session",269.508455264466,0
2018-03-03,"ID20000064","Session",272.796473324529,0
2018-03-03,"ID20000066","Session",276.504804404582,0
2018-03-03,"ID20000068","Session",275.73511098615,0
2018-03-03,"ID10000070","Session",391.405031920484,0
2018-03-03,"ID20000073","Session",270.541295965308,0
2018-03-03,"ID10000076","Session",408.245457460025,0
2018-03-03,"ID10000077","Session",414.069889663996,0
2018-03-03,"ID20000080","Session",266.036264762328,0
2018-03-03,"ID10000084","Session",400.751350748251,29.0141724366795
2018-03-03,"ID20000086","Session",276.809399145489,0
2018-03-03,"ID20000088","Session",275.428813777873,25.3877921583247
2018-03-03,"ID10000089","Session",401.631407991714,0
2018-03-03,"ID10000093","Session",436.857225664794,27.8018728065019
2018-03-03,"ID10000097","Session",438.274934697113,1.69903694996486
2018-03-03,"ID10000099","Session",422.551806238987,0
2018-03-03,"ID20000100","Session",286.471326931832,1.69044237509793
2018-03-03,"ID10000101","Session",452.72580157108,0
2018-03-03,"ID10000102","Session",436.877141697635,1.35105380289598
2018-03-03,"ID20000103","Session",297.163323835389,0
2018-03-03,"ID10000105","Session",444.042552168661,0
2018-03-03,"ID20000106","Session",287.843932028122,0
2018-03-03,"ID10000112","Session",435.748786019685,0
2018-03-03,"ID20000116","Session",289.922746120732,0
2018-03-03,"ID10000119","Session",436.937947535615,28.2734780431698
2018-03-03,"ID20000121","Session",291.80059261824,34.7551180751708
2018-03-03,"ID20000125","Session",292.582898224513,0
2018-03-03,"ID20000126","Session",290.174113031011,26.62053436974
2018-03-03,"ID10000127","Session",428.103548535281,0
2018-03-03,"ID10000128","Session",434.142382295497,0
2018-03-03,"ID10000130","Session",429.329357749595,0
2018-03-03,"ID10000132","Session",443.932439969622,0
2018-03-03,"ID20000133","Session",278.266806573423,0
2018-03-04,"ID20000136","Install",NA,NA
2018-03-04,"ID20000137","Install",NA,NA
2018-03-04,"ID10000138","Install",NA,NA
2018-03-04,"ID20000139","Install",NA,NA
2018-03-04,"ID20000140","Install",NA,NA
2018-03-04,"ID20000141","Install",NA,NA
2018-03-04,"ID20000142","Install",NA,NA
2018-03-04,"ID10000143","Install",NA,NA
2018-03-04,"ID20000144","Install",NA,NA
2018-03-04,"ID20000145","Install",NA,NA
2018-03-04,"ID10000146","Install",NA,NA
2018-03-04,"ID10000147","Install",NA,NA
2018-03-04,"ID20000148","Install",NA,NA
2018-03-04,"ID10000149","Install",NA,NA
2018-03-04,"ID20000150","Install",NA,NA
2018-03-04,"ID10000151","Install",NA,NA
2018-03-04,"ID20000152","Install",NA,NA
2018-03-04,"ID20000153","Install",NA,NA
2018-03-04,"ID20000154","Install",NA,NA
2018-03-04,"ID20000155","Install",NA,NA
2018-03-04,"ID10000156","Install",NA,NA
2018-03-04,"ID20000157","Install",NA,NA
2018-03-04,"ID20000158","Install",NA,NA
2018-03-04,"ID20000159","Install",NA,NA
2018-03-04,"ID10000160","Install",NA,NA
2018-03-04,"ID10000161","Install",NA,NA
2018-03-04,"ID20000162","Install",NA,NA
2018-03-04,"ID20000163","Install",NA,NA
2018-03-04,"ID10000164","Install",NA,NA
2018-03-04,"ID20000165","Install",NA,NA
2018-03-04,"ID10000166","Install",NA,NA
2018-03-04,"ID20000167","Install",NA,NA
2018-03-04,"ID20000168","Install",NA,NA
2018-03-04,"ID10000169","Install",NA,NA
2018-03-04,"ID20000170","Install",NA,NA
2018-03-04,"ID20000171","Install",NA,NA
2018-03-04,"ID10000172","Install",NA,NA
2018-03-04,"ID20000173","Install",NA,NA
2018-03-04,"ID20000174","Install",NA,NA
2018-03-04,"ID20000175","Install",NA,NA
2018-03-04,"ID10000176","Install",NA,NA
2018-03-04,"ID10000177","Install",NA,NA
2018-03-04,"ID10000178","Install",NA,NA
2018-03-04,"ID20000072","Uninstall",NA,NA
2018-03-04,"ID20000003","Session",241.826815622471,0
2018-03-04,"ID20000006","Session",237.700991091774,0
2018-03-04,"ID10000007","Session",356.46402574013,0
2018-03-04,"ID20000009","Session",237.507387693327,30.1403328461288
2018-03-04,"ID10000011","Session",351.192426285432,0
2018-03-04,"ID20000012","Session",233.065982177925,0
2018-03-04,"ID20000013","Session",232.304715817719,0
2018-03-04,"ID20000015","Session",236.597282456273,0
2018-03-04,"ID10000016","Session",357.838349071374,0
2018-03-04,"ID10000018","Session",360.365725586958,0
2018-03-04,"ID10000019","Session",360.892709012916,0
2018-03-04,"ID20000020","Session",231.357141672081,0
2018-03-04,"ID20000022","Session",239.556918646494,0
2018-03-04,"ID10000026","Session",356.746197832782,0
2018-03-04,"ID10000027","Session",361.042507381499,0
2018-03-04,"ID10000029","Session",365.385267338669,1.34960191630386
2018-03-04,"ID10000030","Session",349.322497113625,0
2018-03-04,"ID20000031","Session",238.148375521949,30.3279872040826
2018-03-04,"ID20000032","Session",232.194280090281,25.8167975958032
2018-03-04,"ID10000033","Session",371.415474753228,27.2633932572632
2018-03-04,"ID10000034","Session",334.138864731038,0
2018-03-04,"ID20000036","Session",232.302515157359,0
2018-03-04,"ID10000038","Session",365.069441241755,0
2018-03-04,"ID20000040","Session",234.946610905831,31.3970618131883
2018-03-04,"ID20000041","Session",242.969447966194,29.5040142283903
2018-03-04,"ID20000043","Session",232.745549410618,31.1354192089196
2018-03-04,"ID10000045","Session",363.211123704351,0
2018-03-04,"ID20000048","Session",243.667937281656,0
2018-03-04,"ID10000050","Session",391.707894559255,0
2018-03-04,"ID10000051","Session",375.290159250932,0
2018-03-04,"ID10000052","Session",378.063782999054,0
2018-03-04,"ID20000055","Session",254.831985492762,0
2018-03-04,"ID10000057","Session",380.236542941881,0
2018-03-04,"ID10000059","Session",387.604654391227,0
2018-03-04,"ID10000061","Session",382.561555187047,0
2018-03-04,"ID10000062","Session",378.852873180459,36.2003565586813
2018-03-04,"ID20000063","Session",254.833270868312,0
2018-03-04,"ID20000064","Session",249.704703664392,0
2018-03-04,"ID10000065","Session",379.167049195766,35.7309055058519
2018-03-04,"ID20000066","Session",242.306505105881,32.3607080241594
2018-03-04,"ID10000067","Session",393.400525619563,0
2018-03-04,"ID20000073","Session",257.701264716692,0
2018-03-04,"ID10000074","Session",378.050062598629,27.9258144907208
2018-03-04,"ID10000076","Session",370.178044323641,28.7435714044032
2018-03-04,"ID10000077","Session",380.738024018705,0
2018-03-04,"ID20000078","Session",258.543645820802,0
2018-03-04,"ID20000079","Session",246.794010622708,0
2018-03-04,"ID20000083","Session",255.365867739168,0
2018-03-04,"ID10000085","Session",377.235148829603,0
2018-03-04,"ID20000086","Session",254.889862286683,0
2018-03-04,"ID20000087","Session",256.882456072318,0
2018-03-04,"ID10000089","Session",372.595360962153,0
2018-03-04,"ID20000091","Session",269.865374375251,0
2018-03-04,"ID20000094","Session",268.699297769601,0
2018-03-04,"ID20000095","Session",275.830298116981,0
2018-03-04,"ID20000096","Session",264.79055419681,0
2018-03-04,"ID10000098","Session",406.216454978686,0
2018-03-04,"ID20000100","Session",273.105892122197,0
2018-03-04,"ID10000101","Session",415.024367699225,0
2018-03-04,"ID10000102","Session",404.878504298086,1.36063828351145
2018-03-04,"ID20000103","Session",268.854482882307,0
2018-03-04,"ID20000106","Session",274.078951485404,0
2018-03-04,"ID10000107","Session",422.304732508986,0
2018-03-04,"ID10000109","Session",412.636133903007,1.34524787107374
2018-03-04,"ID10000111","Session",408.65780301653,0
2018-03-04,"ID10000112","Session",406.73275263801,0
2018-03-04,"ID10000113","Session",408.476327204176,0
2018-03-04,"ID10000114","Session",409.930908755951,0
2018-03-04,"ID10000117","Session",410.182641295796,0
2018-03-04,"ID20000120","Session",265.563036639318,0
2018-03-04,"ID20000121","Session",274.861305220587,0
2018-03-04,"ID20000123","Session",272.415238086375,0
2018-03-04,"ID20000124","Session",269.390350836516,0
2018-03-04,"ID20000126","Session",274.72649613119,0
2018-03-04,"ID10000128","Session",396.007423335075,0
2018-03-04,"ID10000130","Session",410.180823317564,27.6988866964424
2018-03-04,"ID20000131","Session",275.552216391356,0
2018-03-04,"ID10000132","Session",413.103377834793,0
2018-03-04,"ID20000134","Session",277.226593858693,0
2018-03-04,"ID20000135","Session",267.016250488387,0
2018-03-04,"ID20000137","Session",285.460756642004,1.71357025165855
2018-03-04,"ID20000139","Session",293.439999821639,0
2018-03-04,"ID10000143","Session",433.886226381002,0
2018-03-04,"ID20000144","Session",290.922156042548,26.845567465262
2018-03-04,"ID20000145","Session",289.415976449578,30.7818936975009
2018-03-04,"ID20000150","Session",289.142289931166,0
2018-03-04,"ID20000155","Session",295.865231672756,33.5716513633938
2018-03-04,"ID10000156","Session",430.803440160185,0
2018-03-04,"ID20000157","Session",286.780441865751,0
2018-03-04,"ID20000159","Session",286.314683083385,0
2018-03-04,"ID20000162","Session",285.209403320936,0
2018-03-04,"ID20000163","Session",297.790922044365,0
2018-03-04,"ID10000166","Session",438.416680222837,0
2018-03-04,"ID20000168","Session",295.237394480881,0
2018-03-04,"ID10000177","Session",420.410242825158,0
2018-03-04,"ID10000178","Session",440.622370084672,28.6788832452386
2018-03-05,"ID10000179","Install",NA,NA
2018-03-05,"ID20000180","Install",NA,NA
2018-03-05,"ID20000181","Install",NA,NA
2018-03-05,"ID10000182","Install",NA,NA
2018-03-05,"ID20000183","Install",NA,NA
2018-03-05,"ID20000184","Install",NA,NA
2018-03-05,"ID10000185","Install",NA,NA
2018-03-05,"ID20000186","Install",NA,NA
2018-03-05,"ID10000187","Install",NA,NA
2018-03-05,"ID20000188","Install",NA,NA
2018-03-05,"ID20000189","Install",NA,NA
2018-03-05,"ID10000190","Install",NA,NA
2018-03-05,"ID20000191","Install",NA,NA
2018-03-05,"ID20000192","Install",NA,NA
2018-03-05,"ID10000193","Install",NA,NA
2018-03-05,"ID20000194","Install",NA,NA
2018-03-05,"ID10000195","Install",NA,NA
2018-03-05,"ID20000196","Install",NA,NA
2018-03-05,"ID10000197","Install",NA,NA
2018-03-05,"ID10000198","Install",NA,NA
2018-03-05,"ID20000199","Install",NA,NA
2018-03-05,"ID10000200","Install",NA,NA
2018-03-05,"ID20000201","Install",NA,NA
2018-03-05,"ID20000202","Install",NA,NA
2018-03-05,"ID20000203","Install",NA,NA
2018-03-05,"ID10000204","Install",NA,NA
2018-03-05,"ID20000205","Install",NA,NA
2018-03-05,"ID10000206","Install",NA,NA
2018-03-05,"ID10000207","Install",NA,NA
2018-03-05,"ID10000208","Install",NA,NA
2018-03-05,"ID20000209","Install",NA,NA
2018-03-05,"ID10000210","Install",NA,NA
2018-03-05,"ID10000211","Install",NA,NA
2018-03-05,"ID20000212","Install",NA,NA
2018-03-05,"ID10000213","Install",NA,NA
2018-03-05,"ID10000214","Install",NA,NA
2018-03-05,"ID10000215","Install",NA,NA
2018-03-05,"ID20000216","Install",NA,NA
2018-03-05,"ID20000217","Install",NA,NA
2018-03-05,"ID10000218","Install",NA,NA
2018-03-05,"ID20000219","Install",NA,NA
2018-03-05,"ID10000220","Install",NA,NA
2018-03-05,"ID10000221","Install",NA,NA
2018-03-05,"ID20000222","Install",NA,NA
2018-03-05,"ID10000223","Install",NA,NA
2018-03-05,"ID10000042","Uninstall",NA,NA
2018-03-05,"ID20000100","Uninstall",NA,NA
2018-03-05,"ID10000143","Uninstall",NA,NA
2018-03-05,"ID20000152","Uninstall",NA,NA
2018-03-05,"ID20000188","Uninstall",NA,NA
2018-03-05,"ID20000003","Session",219.284621748059,0
2018-03-05,"ID10000004","Session",347.687428154211,0
2018-03-05,"ID20000006","Session",225.279624482159,0
2018-03-05,"ID10000007","Session",340.929669194808,0
2018-03-05,"ID10000008","Session",348.854838573346,0
2018-03-05,"ID10000010","Session",337.387936534457,0
2018-03-05,"ID10000011","Session",340.761423682962,0
2018-03-05,"ID20000013","Session",223.767623564691,0
2018-03-05,"ID10000016","Session",333.710598250246,1.35326792602516
2018-03-05,"ID10000019","Session",333.727583852902,0
2018-03-05,"ID20000022","Session",223.088032901146,0
2018-03-05,"ID10000023","Session",341.475030048733,0
2018-03-05,"ID20000024","Session",221.758683566886,0
2018-03-05,"ID10000027","Session",335.898181893019,30.5305969807507
2018-03-05,"ID10000034","Session",328.561402521661,0
2018-03-05,"ID10000035","Session",329.240416332135,30.2245865185088
2018-03-05,"ID20000037","Session",228.179217721745,0
2018-03-05,"ID10000038","Session",334.333257007772,0
2018-03-05,"ID10000039","Session",333.83136860045,27.3818995007641
2018-03-05,"ID20000040","Session",220.988550445501,0
2018-03-05,"ID10000042","Session",329.857842954603,0
2018-03-05,"ID20000043","Session",224.387755486946,0
2018-03-05,"ID20000046","Session",212.345211551558,0
2018-03-05,"ID20000047","Session",226.792763152457,0
2018-03-05,"ID20000048","Session",224.706585048418,0
2018-03-05,"ID20000049","Session",219.845358457594,0
2018-03-05,"ID10000050","Session",366.613736655294,0
2018-03-05,"ID10000051","Session",373.417533427022,0
2018-03-05,"ID10000052","Session",364.717146711435,0
2018-03-05,"ID10000054","Session",361.781559910419,0
2018-03-05,"ID10000056","Session",365.086930721112,0
2018-03-05,"ID10000058","Session",351.579714726789,0
2018-03-05,"ID10000059","Session",358.245784146107,0
2018-03-05,"ID10000062","Session",338.605135538361,22.6064378438716
2018-03-05,"ID20000063","Session",237.43327523871,0
2018-03-05,"ID20000064","Session",239.604768017621,0
2018-03-05,"ID10000067","Session",356.681654223535,0
2018-03-05,"ID20000069","Session",232.438996313678,1.69476030214631
2018-03-05,"ID10000070","Session",360.284414053578,0
2018-03-05,"ID20000071","Session",227.848632469214,0
2018-03-05,"ID10000075","Session",354.947924636463,0
2018-03-05,"ID10000084","Session",362.75117119864,30.0112324388922
2018-03-05,"ID10000085","Session",363.062479216659,0
2018-03-05,"ID20000086","Session",232.360216593336,0
2018-03-05,"ID20000088","Session",238.049074833366,0
2018-03-05,"ID10000090","Session",373.409898472606,0
2018-03-05,"ID20000091","Session",259.568258174829,0
2018-03-05,"ID10000092","Session",377.341208214678,0
2018-03-05,"ID10000093","Session",373.911522229537,33.758823638916
2018-03-05,"ID20000094","Session",247.558944694132,0
2018-03-05,"ID20000095","Session",257.934302898864,0
2018-03-05,"ID20000096","Session",248.332075781528,0
2018-03-05,"ID10000097","Session",380.938866447876,0
2018-03-05,"ID10000098","Session",383.809950995459,0
2018-03-05,"ID10000099","Session",399.558083888772,0
2018-03-05,"ID20000100","Session",255.715897067417,0
2018-03-05,"ID10000101","Session",371.010119529888,0
2018-03-05,"ID10000102","Session",377.472268992302,1.35418385209294
2018-03-05,"ID10000104","Session",382.805579067662,33.0769978472601
2018-03-05,"ID10000105","Session",378.387302731123,0
2018-03-05,"ID10000109","Session",376.754575378339,1.35156612533165
2018-03-05,"ID20000110","Session",253.300782465605,33.8567906634664
2018-03-05,"ID10000111","Session",381.417327603987,0
2018-03-05,"ID10000112","Session",373.450144568229,28.9849635087327
2018-03-05,"ID10000113","Session",368.540567753658,28.7897429956542
2018-03-05,"ID10000115","Session",383.223195832842,31.2330537220889
2018-03-05,"ID20000116","Session",253.1226854341,0
2018-03-05,"ID20000120","Session",247.916617908375,1.35084725689253
2018-03-05,"ID20000121","Session",244.637673936085,28.4294055962205
2018-03-05,"ID20000123","Session",256.452261189323,0
2018-03-05,"ID20000126","Session",250.280321984851,0
2018-03-05,"ID10000130","Session",382.499648327343,0
2018-03-05,"ID20000131","Session",254.255061350833,32.3987921723259
2018-03-05,"ID20000133","Session",257.304755498624,1.34115672944305
2018-03-05,"ID20000135","Session",263.634630774793,0
2018-03-05,"ID20000136","Session",269.264744654216,0
